sequence,v115@9gA8IeB8HeD8DeG8CeB8JeUAJvhEamB5nBTjBdsBur?B,v115@9gA8IeB8HeD8DeG8CeB8JeUAJvhEGhBTjB/rBNsB6s?B,v115@9gA8IeB8HeD8DeG8CeB8JeUAJvhERhBGjBTmBXsBls?B,v115@9gA8IeB8HeD8DeG8CeB8JeUAJvhEFhBXiBTjBxrBSx?B,v115@9gA8IeB8HeD8DeG8CeB8JeRAJvhEtmBTjBmlBXsB6s?B,v115@9gA8IeB8HeD8DeG8CeB8JeFAJvhEXhBTjBxrB8rB+s?B,v115@9gA8IeB8HeD8DeG8CeB8JeFAJvhEXhB5nBTjBmrB8r?B,v115@9gA8IeB8HeD8DeG8CeB8JeUAJvhETjBxmBFmBXnBSx?B,v115@9gA8IeB8HeD8DeG8CeB8JeUAJvhEamBumBTjBXsB9s?B,v115@9gA8IeB8HeD8DeG8CeB8JeRAJvhEXiBTjBmlB9sBqr?B,v115@9gA8IeB8HeD8DeG8CeB8JeUAJvhETjBimB9sBGmBXs?B,v115@9gA8IeB8HeD8DeG8CeB8JeUAJvhEGhB/rBxnBNsBCt?B,v115@9gA8IeB8HeD8DeG8CeB8JeUAJvhEGhBxiB/rBNsBCt?B,v115@9gA8IeB8HeD8DeG8CeB8JeFAJvhExhBTjBUmBXsBGs?B
LISTJOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LISTZJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LISTZOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LISTOJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LISTOZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LISJTZO,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LISJTOZ,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LISJZTO,X,X,X,O,X,X,X,X,O,X,X,O,X,X
LISJZOT,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISJOTZ,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LISJOZT,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISZTJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LISZTOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LISZJTO,X,X,X,O,X,O,X,X,O,X,X,O,X,X
LISZJOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LISZOTJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LISZOJT,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LISOTJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LISOTZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LISOJTZ,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LISOJZT,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISOZTJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LISOZJT,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZTJSO,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LIZTJOS,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LIZTSJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LIZTSOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZTOJS,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZTOSJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZJTSO,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LIZJTOS,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LIZJSTO,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LIZJSOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LIZJOTS,O,X,X,O,X,O,X,O,X,X,X,X,X,X
LIZJOST,X,X,X,O,X,O,X,O,X,X,X,X,X,X
LIZSTJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LIZSTOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZSJTO,X,X,X,O,X,O,X,X,O,X,X,O,X,X
LIZSJOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LIZSOTJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZSOJT,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZOTJS,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZOTSJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZOJTS,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZOJST,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZOSTJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZOSJT,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOTJSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOTJZS,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LIOTSJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOTSZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOTZJS,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOTZSJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOJTSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOJTZS,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LIOJSTZ,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LIOJSZT,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOJZTS,O,X,X,O,X,O,O,O,X,X,X,X,X,X
LIOJZST,X,X,X,O,X,O,O,O,X,X,X,X,X,X
LIOSTJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOSJTZ,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LIOSJZT,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOSZJT,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOZTJS,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOZTSJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOZJTS,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOZJST,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOZSTJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOZSJT,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LJTISZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTISOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTIZSO,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTIZOS,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTIOSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTIOZS,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSIZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSIOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTSOZI,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTZISO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZIOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZOIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZOSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOISZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOIZS,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTOSIZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTOSZI,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTOZIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOZSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITSZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITSOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITZSO,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITZOS,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITOSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITOZS,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJISTZO,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJISTOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJISZTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISZOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJISOZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZTSO,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIZTOS,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIZSTO,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIZSOT,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIZOTS,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LJIZOST,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJIOTSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOTZS,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIOSTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJIOSZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOZTS,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LJIOZST,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJSTIZO,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJSTIOZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJSTZIO,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJSTZOI,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJSTOIZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJSTOZI,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJSITZO,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJSITOZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJSIZTO,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSIZOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSIOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSIOZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTIO,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSZTOI,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSZITO,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSZIOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZOTI,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSZOIT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJSOTZI,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJSOITZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSOIZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSOZTI,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSOZIT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZTISO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTIOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTSIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTSOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTOIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTOSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZITSO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZITOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZISTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZISOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZIOTS,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZIOST,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJZSTIO,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZSTOI,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZSITO,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZSIOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSOTI,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZSOIT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZOTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOTSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOITS,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZOIST,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJZOSTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOSIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOTISZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOTIZS,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOTSIZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOTSZI,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOTZIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOTZSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOITSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOITZS,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOISTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOISZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOIZTS,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOIZST,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LJOSTIZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOSTZI,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOSITZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOSIZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSZTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSZIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZTSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZITS,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOZIST,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJOZSTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZSIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIJZO,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LSTIJOZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LSTIZJO,O,O,X,X,X,O,X,X,X,X,X,X,O,X
LSTIZOJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LSTIOJZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LSTIOZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LSTJIZO,X,O,X,X,O,X,X,X,O,X,X,X,O,X
LSTJIOZ,X,O,X,X,O,X,X,X,O,X,X,X,O,X
LSTJZIO,X,O,X,X,O,X,X,X,O,X,X,X,O,X
LSTJZOI,X,O,X,X,O,X,X,X,O,X,X,X,O,X
LSTJOIZ,X,O,X,X,O,X,X,X,O,X,X,X,O,X
LSTJOZI,X,O,X,X,O,X,X,X,O,X,X,X,O,X
LSTZIJO,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LSTZIOJ,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LSTZJIO,X,O,X,X,X,X,X,X,O,X,X,X,O,O
LSTZJOI,X,O,X,X,X,X,X,X,O,X,X,X,O,O
LSTZOIJ,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LSTZOJI,X,O,X,X,X,X,X,X,X,X,X,X,O,O
LSTOIJZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LSTOIZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LSTOJIZ,X,O,X,X,O,X,X,X,X,X,X,X,O,X
LSTOJZI,X,O,X,X,O,X,X,X,X,X,X,X,O,X
LSTOZIJ,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LSTOZJI,X,O,X,X,X,X,X,X,X,X,X,X,O,O
LSITJZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSITJOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSITZJO,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSITZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSITOJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSITOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIJTZO,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LSIJTOZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LSIJZTO,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LSIJZOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIJOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSIJOZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIZTJO,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIZTOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIZJTO,X,X,X,X,X,O,X,X,O,X,X,O,X,X
LSIZJOT,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIZOTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSIZOJT,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSIOTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIOTZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIOJTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSIOJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIOZTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSIOZJT,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSJTIZO,X,O,X,X,O,X,X,X,O,X,X,X,O,X
LSJTIOZ,X,O,X,X,O,X,X,X,O,X,X,X,O,X
LSJTZIO,X,O,X,X,O,X,X,X,O,X,X,X,O,X
LSJTZOI,X,O,X,X,O,X,X,X,O,X,X,X,O,X
LSJTOIZ,X,O,X,X,O,X,X,X,O,X,X,X,O,X
LSJTOZI,X,O,X,X,O,X,X,X,O,X,X,X,O,X
LSJITZO,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LSJITOZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LSJIZTO,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LSJIZOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJIOTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSJIOZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZTIO,X,O,X,X,X,X,X,X,O,X,X,X,O,X
LSJZTOI,X,O,X,X,X,X,X,X,O,X,X,X,O,X
LSJZITO,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LSJZIOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJZOTI,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LSJZOIT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJOTIZ,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LSJOTZI,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LSJOITZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSJOIZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJOZTI,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LSJOZIT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSZTIJO,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LSZTIOJ,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LSZTJIO,X,O,X,X,X,X,X,X,O,X,X,X,O,O
LSZTJOI,X,O,X,X,X,X,X,X,O,X,X,X,O,O
LSZTOIJ,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LSZTOJI,X,O,X,X,X,X,X,X,X,X,X,X,O,O
LSZITJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZITOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LSZIJTO,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LSZIJOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSZIOTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O
LSZIOJT,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSZJTIO,X,O,X,X,X,X,X,X,O,X,X,X,O,O
LSZJTOI,X,O,X,X,X,X,X,X,O,X,X,X,O,O
LSZJITO,X,X,X,X,X,X,X,X,O,X,X,O,X,O
LSZJIOT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LSZJOTI,X,O,X,X,X,X,X,X,O,X,X,X,X,O
LSZJOIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LSZOTIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,O
LSZOTJI,X,O,O,X,X,X,X,X,X,X,X,X,X,O
LSZOITJ,O,X,O,X,X,X,X,O,X,X,X,X,X,O
LSZOIJT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSZOJTI,X,O,X,X,X,X,X,X,O,X,X,X,X,O
LSZOJIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LSOTIJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSOTIZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSOTJIZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LSOTJZI,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LSOTZIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,O
LSOTZJI,X,O,O,X,X,X,X,X,X,X,X,X,X,O
LSOITJZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOITZJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOIJTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSOIJZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOIZTJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LSOIZJT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSOJTIZ,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LSOJTZI,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LSOJITZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSOJIZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOJZTI,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LSOJZIT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOZTIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,O
LSOZTJI,X,O,O,X,X,X,X,X,X,X,X,X,X,O
LSOZITJ,O,X,O,X,X,X,X,O,X,X,X,X,X,O
LSOZIJT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSOZJTI,X,O,X,X,X,X,X,X,O,X,X,X,X,O
LSOZJIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LZTIJSO,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LZTIJOS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LZTISJO,O,X,X,O,X,X,X,X,X,X,X,X,O,X
LZTISOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LZTIOJS,O,X,X,O,X,X,X,O,X,X,O,X,X,X
LZTIOSJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
LZTJISO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LZTJIOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LZTJSIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LZTJSOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LZTJOIS,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LZTJOSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LZTSIJO,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LZTSIOJ,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LZTSJIO,X,O,X,X,X,X,X,X,O,X,X,X,O,O
LZTSJOI,X,O,X,X,X,X,X,X,O,X,X,X,O,O
LZTSOIJ,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LZTSOJI,X,O,X,X,X,X,X,X,X,X,O,X,O,O
LZTOIJS,O,X,X,O,X,X,X,O,X,X,O,X,X,X
LZTOISJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
LZTOJIS,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LZTOJSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LZTOSIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O
LZTOSJI,X,O,X,X,X,X,X,X,X,X,O,X,X,O
LZITJSO,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LZITJOS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LZITSJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LZITSOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LZITOJS,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LZITOSJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
LZIJTSO,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LZIJTOS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LZIJSTO,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LZIJSOT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LZIJOTS,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LZIJOST,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LZISTJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LZISTOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LZISJTO,X,X,X,O,X,X,X,X,O,X,X,O,X,X
LZISJOT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LZISOTJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LZISOJT,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LZIOTJS,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LZIOTSJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
LZIOJTS,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LZIOJST,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LZIOSTJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LZIOSJT,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LZJTISO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LZJTIOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LZJTSIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LZJTSOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LZJTOIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LZJTOSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LZJITSO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LZJITOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LZJISTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LZJISOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LZJIOTS,O,X,X,X,X,X,X,O,X,X,X,X,X,X
