sequence,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBGhBTjB/rBNsB6sB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBamB5nBTjBdsBurB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBRhBGjBTmBXsBlsB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBFhBXiBTjBxrBSxB,v115@RhA8AeB8DeG8CeB8Je/EJvhFRgBtmBTjBmlBXsB6sB,v115@RhA8AeB8DeG8CeB8Je/EJvhFFgBXhB5nBTjBmrB8rB,v115@RhA8AeB8DeG8CeB8Je2EJvhFXhBXiBTjB9sBClB0rB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBamBumBTjBXsB9sB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBTjBxmBFmBXnBSxB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBTjBimB9sBGmBXsB,v115@RhA8AeB8DeG8CeB8Je/EJvhFFgBxhBTjBUmBXsBGsB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBGhBxiB/rBNsBCtB,v115@RhA8AeB8DeG8CeB8Je/EJvhFUgBGhB/rBxnBNsBCtB
SLSOTJZ,O,X,O,X,O,X,X,X,X,X,X,X,X
SLSOTZI,O,O,O,X,X,X,X,X,X,X,O,X,X
SLSOTZJ,O,X,O,X,X,X,X,X,X,X,O,X,X
SLSOITJ,X,O,O,X,X,X,X,X,X,X,X,X,X
SLSOITZ,X,O,O,X,X,X,X,X,X,X,X,X,X
SLSOIJT,X,X,X,X,O,X,X,X,X,X,X,X,X
SLSOIJZ,X,X,O,X,X,X,X,X,X,X,X,X,X
SLSOIZT,X,O,O,X,X,X,X,X,O,X,X,X,X
SLSOIZJ,X,X,O,X,X,X,X,X,O,X,X,X,X
SLSOJTI,O,X,X,X,O,X,X,O,X,X,X,X,X
SLSOJTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
SLSOJIT,X,X,X,X,O,X,X,X,X,X,X,X,X
SLSOJIZ,X,X,O,X,X,X,X,X,X,X,X,X,X
SLSOJZT,O,X,X,X,X,X,X,O,X,X,X,X,X
SLSOJZI,X,X,O,X,X,X,X,X,X,X,X,X,X
SLSOZTI,O,O,O,X,X,X,X,X,X,X,O,X,X
SLSOZTJ,O,X,O,X,X,X,X,X,X,X,O,X,X
SLSOZIT,X,O,O,X,X,X,X,X,O,X,O,X,X
SLSOZIJ,X,X,O,X,X,X,X,X,O,X,X,X,X
SLSOZJT,O,X,X,X,X,X,X,O,X,X,O,X,X
SLSOZJI,X,X,O,X,X,X,X,X,X,X,O,X,X
SLZTIJS,X,O,X,O,X,X,X,X,X,X,X,X,X
SLZTIJO,X,O,X,O,X,X,X,X,X,X,X,X,X
SLZTISJ,X,O,X,O,X,X,X,X,X,X,X,O,X
SLZTISO,X,O,X,O,X,X,X,X,X,X,X,X,X
SLZTIOJ,X,O,X,O,X,X,X,X,O,O,X,X,X
SLZTIOS,X,O,X,O,X,X,X,X,O,X,O,X,X
SLZTJIS,X,O,X,X,X,X,X,X,X,X,X,X,X
SLZTJIO,X,O,X,X,X,X,X,X,X,X,X,X,X
SLZTJSI,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZTJSO,X,X,X,X,X,X,O,X,X,X,X,X,X
SLZTJOI,X,O,X,X,X,X,X,X,X,O,X,X,X
SLZTJOS,X,X,X,X,X,X,O,X,X,O,X,X,X
SLZTSIJ,O,O,X,X,X,X,X,X,X,X,X,O,X
SLZTSIO,O,O,X,X,X,X,X,X,X,X,O,O,X
SLZTSJI,O,X,X,X,X,X,X,O,X,X,O,O,X
SLZTSJO,O,X,X,X,X,X,O,O,X,X,O,O,X
SLZTSOI,O,O,X,X,X,X,X,X,X,X,O,O,X
SLZTSOJ,O,X,X,X,X,X,O,X,X,O,O,O,X
SLZTOIJ,X,O,X,O,X,X,X,X,O,O,X,X,X
SLZTOIS,X,O,X,O,X,X,X,X,O,X,O,X,X
SLZTOJI,X,O,X,X,X,X,X,X,X,O,X,X,X
SLZTOJS,X,X,X,X,X,X,O,X,X,O,X,X,X
SLZTOSI,O,O,X,X,X,X,X,X,X,X,O,X,X
SLZTOSJ,O,X,X,X,X,X,O,X,X,O,O,X,X
SLZITJS,X,O,X,O,X,X,X,X,X,X,X,X,X
SLZITJO,X,O,X,O,X,X,X,X,X,X,X,X,X
SLZITSJ,X,O,X,O,X,X,X,X,X,X,X,X,X
SLZITSO,X,O,X,O,X,X,X,X,X,X,X,X,X
SLZITOJ,X,O,X,O,X,X,X,X,O,X,X,X,X
SLZITOS,X,O,X,O,X,X,X,X,O,X,O,X,X
SLZIJTS,X,O,X,O,X,X,X,X,X,X,X,X,X
SLZIJTO,X,O,X,O,X,X,X,X,X,X,X,X,X
SLZIJST,X,X,X,O,X,X,X,X,X,X,X,X,X
SLZIJSO,X,X,O,O,X,X,X,X,X,X,X,X,X
SLZIJOT,X,O,X,O,X,X,X,X,O,X,X,X,X
SLZIJOS,X,X,O,O,X,X,X,X,O,X,X,X,X
SLZISTJ,X,O,X,O,X,X,X,X,X,X,X,X,X
SLZISTO,X,O,X,O,X,X,X,X,X,X,O,X,X
SLZISJT,X,X,X,O,X,X,X,O,X,X,X,X,O
SLZISJO,X,X,O,O,X,X,X,X,X,X,X,X,X
SLZISOT,X,O,X,O,X,X,X,X,O,X,O,X,X
SLZISOJ,X,X,X,O,X,X,X,X,O,X,X,X,X
SLZIOTJ,X,O,X,O,X,X,X,X,O,X,X,X,X
SLZIOTS,X,O,X,O,X,X,X,X,O,X,O,X,X
SLZIOJT,X,O,X,O,X,X,X,X,O,X,X,X,X
SLZIOJS,X,X,X,O,X,X,X,X,O,X,X,X,X
SLZIOST,X,O,X,O,X,X,X,X,O,X,O,X,X
SLZIOSJ,X,X,X,O,X,X,X,X,O,X,X,X,X
SLZJTIS,X,O,X,X,X,X,X,X,X,X,X,X,X
SLZJTIO,X,O,X,X,X,X,X,X,X,X,X,X,X
SLZJTSI,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZJTSO,X,X,X,X,X,X,O,X,X,X,X,X,X
SLZJTOI,X,O,X,X,X,X,X,X,X,X,X,X,X
SLZJTOS,X,X,X,X,X,X,O,X,X,X,X,X,X
SLZJITS,X,O,X,X,X,X,X,X,X,X,X,X,X
SLZJITO,X,O,X,X,X,X,X,X,X,X,X,X,X
SLZJIST,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZJISO,X,X,O,X,X,X,X,X,X,X,X,X,X
SLZJIOT,X,O,X,X,X,X,X,X,O,X,X,X,X
SLZJIOS,X,X,O,X,X,X,X,X,O,X,X,X,X
SLZJSTI,X,X,X,X,X,X,X,O,X,X,X,X,X
SLZJSTO,X,X,X,X,X,X,X,O,X,X,X,X,X
SLZJSIT,X,X,X,X,X,X,X,O,X,X,X,X,X
SLZJSIO,X,X,O,X,X,X,X,X,X,X,X,X,X
SLZJSOT,X,X,X,X,X,X,X,O,X,X,X,X,X
SLZJSOI,X,X,O,X,X,X,X,X,X,X,X,X,X
SLZJOTI,X,O,X,X,X,X,X,X,X,X,X,X,X
SLZJOTS,X,X,X,X,X,X,O,X,X,X,X,X,X
SLZJOIT,X,O,X,X,X,X,X,X,O,X,X,X,X
SLZJOIS,X,X,O,X,X,X,X,X,O,X,X,X,X
SLZJOST,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZJOSI,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZSTIJ,O,O,X,X,X,X,X,X,X,X,X,O,X
SLZSTIO,O,O,X,X,X,X,X,X,X,X,O,O,X
SLZSTJI,O,X,X,X,X,X,X,O,X,X,O,O,X
SLZSTJO,O,X,X,X,X,X,X,O,X,X,O,O,X
SLZSTOI,O,O,X,X,X,X,X,X,X,X,O,O,X
SLZSTOJ,O,X,X,X,X,X,X,X,X,X,O,O,X
SLZSITJ,X,O,X,X,X,X,X,X,X,X,X,X,X
SLZSITO,X,O,X,X,X,X,X,X,X,X,O,X,X
SLZSIJT,X,X,X,X,X,X,X,O,X,X,X,X,O
SLZSIJO,X,X,O,X,X,X,X,X,X,X,X,X,X
SLZSIOT,X,O,X,X,X,X,X,X,O,X,O,X,X
SLZSIOJ,X,X,X,X,X,X,X,X,O,X,X,X,X
SLZSJTI,O,X,X,X,X,X,X,O,X,X,O,O,X
SLZSJTO,O,X,X,X,X,X,X,O,X,X,O,O,X
SLZSJIT,X,X,X,X,X,X,X,O,X,X,O,X,O
SLZSJIO,X,X,O,X,X,X,X,X,X,X,O,X,X
SLZSJOT,O,X,X,X,X,X,X,O,X,X,O,X,X
SLZSJOI,X,X,O,X,X,X,X,X,X,X,O,X,X
SLZSOTI,O,O,O,X,X,X,X,X,X,X,O,X,X
SLZSOTJ,O,X,O,X,X,X,X,X,X,X,O,X,X
SLZSOIT,X,O,O,X,X,X,X,X,O,X,O,X,X
SLZSOIJ,X,X,O,X,X,X,X,X,O,X,X,X,X
SLZSOJT,O,X,X,X,X,X,X,O,X,X,O,X,X
SLZSOJI,X,X,O,X,X,X,X,X,X,X,O,X,X
SLZOTIJ,X,O,X,O,X,X,X,X,O,O,X,X,X
SLZOTIS,X,O,X,O,X,X,X,X,O,X,O,X,X
SLZOTJI,X,O,X,X,X,X,X,X,X,O,X,X,X
SLZOTJS,X,X,X,X,X,X,O,X,X,O,X,X,X
SLZOTSI,O,O,X,X,X,X,X,X,X,X,O,X,X
SLZOTSJ,O,X,X,X,X,X,O,X,X,O,O,X,X
SLZOITJ,X,O,X,O,X,X,X,X,O,X,X,X,X
SLZOITS,X,O,X,O,X,X,X,X,O,X,O,X,X
SLZOIJT,X,O,X,O,X,X,X,X,O,X,X,X,X
SLZOIJS,X,X,O,O,X,X,X,X,O,X,X,X,X
SLZOIST,X,O,O,O,X,X,X,X,O,X,O,X,X
SLZOISJ,X,X,O,O,X,X,X,X,O,X,X,X,X
SLZOJTI,X,O,X,X,X,X,X,X,X,X,X,X,X
SLZOJTS,X,X,X,X,X,X,O,X,X,X,X,X,X
SLZOJIT,X,O,X,X,X,X,X,X,O,X,X,X,X
SLZOJIS,X,X,O,X,X,X,X,X,O,X,X,X,X
SLZOJST,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZOJSI,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZOSTI,O,O,O,X,X,X,X,X,X,X,O,X,X
SLZOSTJ,O,X,O,X,X,X,X,X,X,X,O,X,X
SLZOSIT,X,O,O,X,X,X,X,X,O,X,O,X,X
SLZOSIJ,X,X,O,X,X,X,X,X,O,X,X,X,X
SLZOSJT,O,X,X,X,X,X,X,O,X,X,O,X,X
SLZOSJI,X,X,O,X,X,X,X,X,X,X,O,X,X
SLOTIJS,X,O,X,X,X,X,X,X,X,X,X,X,X
SLOTIJZ,X,O,X,X,X,O,X,X,X,X,X,X,X
SLOTISJ,X,O,X,X,X,X,X,X,X,X,X,X,X
SLOTISZ,X,O,X,X,X,X,X,X,X,X,X,X,X
SLOTIZJ,X,O,X,X,X,X,X,X,O,O,X,X,X
SLOTIZS,X,O,X,X,X,X,X,X,O,X,X,X,X
SLOTJIS,X,O,X,X,X,X,X,X,X,X,X,X,X
SLOTJIZ,X,O,X,X,X,O,X,X,X,X,X,X,X
SLOTJSI,O,X,X,X,O,X,O,X,X,X,X,X,X
SLOTJSZ,O,X,X,X,O,X,O,X,X,X,X,X,X
SLOTJZI,X,O,X,X,X,X,X,X,X,O,X,X,X
SLOTJZS,X,X,X,X,X,X,X,X,X,O,X,X,X
SLOTSIJ,O,O,X,X,X,X,X,X,X,X,X,X,X
SLOTSIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
SLOTSJI,O,X,X,X,O,X,O,X,X,X,X,X,X
SLOTSJZ,O,X,X,X,O,X,O,X,X,X,X,X,X
SLOTSZI,O,O,X,X,X,X,X,X,X,X,O,X,X
SLOTSZJ,O,X,X,X,X,X,X,X,X,O,O,X,X
SLOTZIJ,X,O,X,X,X,X,X,X,O,O,X,X,X
SLOTZIS,X,O,X,X,X,X,X,X,O,X,O,X,X
SLOTZJI,X,O,X,X,X,X,X,X,X,O,X,X,X
SLOTZJS,X,X,X,X,X,X,X,X,X,O,X,X,X
SLOTZSI,O,O,X,X,X,X,X,X,X,X,O,X,X
SLOTZSJ,O,X,X,X,X,X,X,X,X,O,O,X,X
SLOITJS,X,O,X,O,X,X,X,X,X,X,X,X,X
SLOITJZ,X,O,X,O,X,O,X,X,X,X,X,X,X
SLOITSJ,X,O,X,O,X,X,X,X,X,X,X,X,X
SLOITSZ,X,O,X,O,X,X,X,X,X,X,X,X,X
SLOITZJ,X,O,X,O,X,X,X,X,O,X,X,X,X
SLOITZS,X,O,X,O,X,X,X,X,O,X,X,X,X
SLOIJTS,X,O,X,O,X,X,X,X,X,X,X,X,X
SLOIJTZ,X,O,X,O,X,O,X,X,X,X,X,X,X
SLOIJST,X,X,X,O,O,X,X,X,X,X,X,X,X
SLOIJSZ,X,X,O,O,X,X,X,X,X,X,X,X,X
SLOIJZT,X,O,X,O,X,O,X,X,O,X,X,X,X
SLOIJZS,X,X,O,O,X,O,X,X,O,X,X,X,X
SLOISTJ,X,O,O,O,X,X,X,X,X,X,X,X,X
SLOISTZ,X,O,O,O,X,X,X,X,X,X,X,X,X
SLOISJT,X,X,X,O,O,X,X,X,X,X,X,X,X
SLOISJZ,X,X,O,O,X,X,X,X,X,X,X,X,X
SLOISZT,X,O,O,O,X,X,X,X,O,X,X,X,X
SLOISZJ,X,X,O,O,X,X,X,X,O,X,X,X,X
SLOIZTJ,X,O,X,O,X,X,X,X,O,X,X,X,X
SLOIZTS,X,O,X,O,X,X,X,X,O,X,X,X,X
SLOIZJT,X,O,X,O,X,X,X,X,O,X,X,X,X
SLOIZJS,X,X,O,O,X,X,X,X,O,X,X,X,X
SLOIZST,X,O,O,O,X,X,X,X,O,X,X,X,X
SLOIZSJ,X,X,O,O,X,X,X,X,O,X,X,X,X
SLOJTIS,X,O,X,X,X,X,X,X,X,X,X,X,X
SLOJTIZ,X,O,X,X,X,O,X,X,X,X,X,X,X
SLOJTSI,O,X,X,X,O,X,O,X,X,X,X,X,X
SLOJTSZ,O,X,X,X,O,X,O,X,X,X,X,X,X
SLOJTZI,X,O,X,X,X,X,X,X,X,X,X,X,X
SLOJTZS,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOJITS,X,O,X,X,X,X,X,X,X,X,X,X,X
SLOJITZ,X,O,X,X,X,O,X,X,X,X,X,X,X
SLOJIST,X,X,X,X,O,X,X,X,X,X,X,X,X
SLOJISZ,X,X,O,X,X,X,X,X,X,X,X,X,X
SLOJIZT,X,O,X,X,X,O,X,X,O,X,X,X,X
SLOJIZS,X,X,O,X,X,O,X,X,O,X,X,X,X
SLOJSTI,O,X,X,X,O,X,X,O,X,X,X,X,X
SLOJSTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
SLOJSIT,X,X,X,X,O,X,X,X,X,X,X,X,X
SLOJSIZ,X,X,O,X,X,X,X,X,X,X,X,X,X
SLOJSZT,O,X,X,X,X,X,X,O,X,X,X,X,X
SLOJSZI,X,X,O,X,X,X,X,X,X,X,X,X,X
SLOJZTI,X,O,X,X,X,X,X,X,X,X,X,X,X
SLOJZTS,X,X,X,X,X,X,O,X,X,X,X,X,X
SLOJZIT,X,O,X,X,X,X,X,X,O,X,X,X,X
SLOJZIS,X,X,O,X,X,X,X,X,O,X,X,X,X
SLOJZST,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOJZSI,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOSTIJ,O,O,O,X,X,X,X,X,X,X,X,X,X
SLOSTIZ,O,O,O,X,X,X,X,X,X,X,X,X,X
SLOSTJI,O,X,O,X,O,X,X,X,X,X,X,X,X
SLOSTJZ,O,X,O,X,O,X,X,X,X,X,X,X,X
SLOSTZI,O,O,O,X,X,X,X,X,X,X,O,X,X
SLOSTZJ,O,X,O,X,X,X,X,X,X,X,O,X,X
SLOSITJ,X,O,O,X,X,X,X,X,X,X,X,X,X
SLOSITZ,X,O,O,X,X,X,X,X,X,X,X,X,X
SLOSIJT,X,X,X,X,O,X,X,X,X,X,X,X,X
SLOSIJZ,X,X,O,X,X,X,X,X,X,X,X,X,X
SLOSIZT,X,O,O,X,X,X,X,X,O,X,X,X,X
SLOSIZJ,X,X,O,X,X,X,X,X,O,X,X,X,X
SLOSJTI,O,X,X,X,O,X,X,O,X,X,X,X,X
SLOSJTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
SLOSJIT,X,X,X,X,O,X,X,X,X,X,X,X,X
SLOSJIZ,X,X,O,X,X,X,X,X,X,X,X,X,X
SLOSJZT,O,X,X,X,X,X,X,O,X,X,X,X,X
SLOSJZI,X,X,O,X,X,X,X,X,X,X,X,X,X
SLOSZTI,O,O,O,X,X,X,X,X,X,X,O,X,X
SLOSZTJ,O,X,O,X,X,X,X,X,X,X,O,X,X
SLOSZIT,X,O,O,X,X,X,X,X,O,X,O,X,X
SLOSZIJ,X,X,O,X,X,X,X,X,O,X,X,X,X
SLOSZJT,O,X,X,X,X,X,X,O,X,X,O,X,X
SLOSZJI,X,X,O,X,X,X,X,X,X,X,O,X,X
SLOZTIJ,X,O,X,O,X,X,X,X,O,O,X,X,X
SLOZTIS,X,O,X,O,X,X,X,X,O,X,O,X,X
SLOZTJI,X,O,X,X,X,X,X,X,X,O,X,X,X
SLOZTJS,X,X,X,X,X,X,O,X,X,O,X,X,X
SLOZTSI,O,O,X,X,X,X,X,X,X,X,O,X,X
SLOZTSJ,O,X,X,X,X,X,O,X,X,O,O,X,X
SLOZITJ,X,O,X,O,X,X,X,X,O,X,X,X,X
SLOZITS,X,O,X,O,X,X,X,X,O,X,O,X,X
SLOZIJT,X,O,X,O,X,X,X,X,O,X,X,X,X
SLOZIJS,X,X,O,O,X,X,X,X,O,X,X,X,X
SLOZIST,X,O,O,O,X,X,X,X,O,X,O,X,X
SLOZISJ,X,X,O,O,X,X,X,X,O,X,X,X,X
SLOZJTI,X,O,X,X,X,X,X,X,X,X,X,X,X
SLOZJTS,X,X,X,X,X,X,O,X,X,X,X,X,X
SLOZJIT,X,O,X,X,X,X,X,X,O,X,X,X,X
SLOZJIS,X,X,O,X,X,X,X,X,O,X,X,X,X
SLOZJST,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOZJSI,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOZSTI,O,O,O,X,X,X,X,X,X,X,O,X,X
SLOZSTJ,O,X,O,X,X,X,X,X,X,X,O,X,X
SLOZSIT,X,O,O,X,X,X,X,X,O,X,O,X,X
SLOZSIJ,X,X,O,X,X,X,X,X,O,X,X,X,X
SLOZSJT,O,X,X,X,X,X,X,O,X,X,O,X,X
SLOZSJI,X,X,O,X,X,X,X,X,X,X,O,X,X
SJTILSZ,X,O,X,X,X,X,X,X,X,X,X,O,X
SJTILSO,X,O,X,X,X,X,X,X,X,X,X,X,X
SJTILZS,X,O,X,X,X,O,X,X,X,X,X,X,X
SJTILZO,X,O,X,X,X,O,X,X,X,X,X,X,X
SJTILOS,X,O,X,X,X,X,X,X,X,X,X,X,X
SJTILOZ,X,O,X,X,X,O,X,X,X,X,X,X,X
SJTISLZ,O,X,X,X,O,X,X,X,X,X,X,O,X
SJTISLO,O,X,X,X,O,X,X,X,X,X,X,O,X
SJTISZL,O,X,X,X,O,O,X,X,X,X,X,O,O
SJTISZO,O,X,X,X,O,O,X,X,X,X,X,O,O
SJTISOL,O,X,X,X,O,X,O,X,X,X,X,X,X
SJTISOZ,O,X,X,X,O,O,X,X,X,X,X,O,X
SJTIZLS,X,O,X,X,X,O,X,X,X,X,X,X,X
SJTIZLO,X,O,X,X,X,O,X,X,X,X,X,X,X
SJTIZSL,X,X,X,X,X,O,X,X,X,X,X,O,X
SJTIZSO,X,X,X,X,X,O,X,X,X,X,X,O,X
SJTIZOL,X,O,X,X,X,O,X,X,X,X,X,X,X
SJTIZOS,X,X,X,X,X,O,X,X,X,X,X,X,X
SJTIOLS,X,O,X,X,X,X,X,X,X,X,X,X,X
SJTIOLZ,X,O,X,X,X,O,X,X,X,X,X,X,X
SJTIOSL,O,X,X,X,O,X,O,X,X,X,X,X,X
SJTIOSZ,O,X,X,X,O,O,X,X,X,X,X,O,X
SJTIOZL,X,O,X,X,X,O,X,X,X,X,X,X,X
SJTIOZS,X,X,X,X,X,O,X,X,X,X,X,X,X
SJTLISZ,X,O,X,X,X,X,X,X,X,X,X,O,X
SJTLISO,X,O,X,X,X,X,X,X,X,X,X,X,X
SJTLIZS,X,O,X,X,X,O,X,X,X,X,X,X,X
SJTLIZO,X,O,X,X,X,O,X,X,X,X,X,X,X
SJTLIOS,X,O,X,X,X,X,X,X,X,X,X,X,X
SJTLIOZ,X,O,X,X,X,O,X,X,X,X,X,X,X
SJTLSIZ,O,X,X,X,O,X,X,O,X,X,X,O,X
SJTLSIO,O,X,X,X,O,X,X,O,X,X,X,O,X
SJTLSZI,O,X,X,X,O,X,X,O,X,X,X,O,X
SJTLSZO,O,X,X,X,O,X,X,O,X,X,X,O,X
SJTLSOI,O,X,X,X,O,X,O,O,X,X,X,O,X
SJTLSOZ,O,X,X,X,O,X,O,O,X,X,X,O,X
SJTLZIS,X,O,X,X,X,X,X,X,X,X,X,X,X
SJTLZIO,X,O,X,X,X,X,X,X,X,X,X,X,X
SJTLZSI,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTLZSO,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTLZOI,X,O,X,X,X,X,X,X,X,O,X,X,X
SJTLZOS,X,X,X,X,X,X,X,X,X,O,X,X,X
SJTLOIS,X,O,X,X,X,X,X,X,X,X,X,X,X
SJTLOIZ,X,O,X,X,X,O,X,X,X,X,X,X,X
SJTLOSI,O,X,X,X,O,X,O,X,X,X,X,X,X
SJTLOSZ,O,X,X,X,O,X,O,X,X,X,X,X,X
SJTLOZI,X,O,X,X,X,X,X,X,X,O,X,X,X
SJTLOZS,X,X,X,X,X,X,X,X,X,O,X,X,X
SJTSILZ,O,X,X,X,O,X,X,X,X,X,X,O,X
SJTSILO,O,X,X,X,O,X,X,X,X,X,X,O,X
SJTSIZL,O,X,X,X,O,O,X,X,X,X,X,O,O
SJTSIZO,O,X,X,X,O,O,X,X,X,X,X,O,O
SJTSIOL,O,X,X,X,O,X,O,X,X,X,X,X,X
SJTSIOZ,O,X,X,X,O,O,X,X,X,X,X,O,X
SJTSLIZ,O,X,X,X,O,X,X,O,X,X,X,O,X
SJTSLIO,O,X,X,X,O,X,X,O,X,X,X,O,X
SJTSLZI,O,X,X,X,O,X,X,O,X,X,X,O,X
SJTSLZO,O,X,X,X,O,X,X,O,X,X,X,O,X
SJTSLOI,O,X,X,X,O,X,O,O,X,X,X,O,X
SJTSLOZ,O,X,X,X,O,X,O,O,X,X,X,O,X
SJTSZIL,O,X,X,X,O,X,X,X,X,X,O,O,O
SJTSZIO,O,X,O,X,O,X,X,X,X,X,O,O,O
SJTSZLI,O,X,X,X,O,X,X,O,X,X,O,O,X
SJTSZLO,O,X,X,X,O,X,X,O,X,X,O,O,X
SJTSZOI,O,X,O,X,O,X,X,X,X,X,O,O,X
SJTSZOL,O,X,X,X,O,X,O,X,X,X,O,O,X
SJTSOIL,O,X,X,X,O,X,O,X,X,X,X,X,X
SJTSOIZ,O,X,O,X,O,O,X,X,X,X,X,O,X
SJTSOLI,O,X,X,X,O,X,O,X,X,X,X,O,X
SJTSOLZ,O,X,X,X,O,X,O,X,X,X,X,O,X
SJTSOZI,O,X,O,X,O,X,X,X,X,X,O,O,X
SJTSOZL,O,X,X,X,O,X,O,X,X,X,O,O,X
SJTZILS,X,O,X,X,X,O,X,X,X,X,X,X,X
SJTZILO,X,O,X,X,X,O,X,X,X,X,X,X,X
SJTZISL,X,X,X,X,X,O,X,X,X,X,X,O,X
SJTZISO,X,X,O,X,X,O,O,X,X,X,X,O,X
SJTZIOL,X,O,X,X,X,O,X,X,X,X,X,X,X
SJTZIOS,X,X,O,X,X,O,O,X,X,X,O,X,X
SJTZLIS,X,O,X,X,X,X,X,X,X,X,X,X,X
SJTZLIO,X,O,X,X,X,X,X,X,X,X,X,X,X
SJTZLSI,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTZLSO,X,X,X,X,X,X,O,X,X,X,X,X,X
SJTZLOI,X,O,X,X,X,X,X,X,X,O,X,X,X
SJTZLOS,X,X,X,X,X,X,O,X,X,O,X,X,X
SJTZSIL,O,X,X,X,O,X,X,X,X,X,O,O,X
SJTZSIO,O,X,O,X,O,X,O,X,X,X,O,O,X
SJTZSLI,O,X,X,X,O,X,X,X,X,X,O,O,X
SJTZSLO,O,X,X,X,O,X,O,X,X,X,O,O,X
SJTZSOI,O,X,O,X,O,X,O,X,X,X,O,O,X
SJTZSOL,O,X,X,X,O,X,O,X,X,X,O,O,X
SJTZOIL,X,O,X,X,X,O,X,X,X,X,X,X,X
SJTZOIS,X,X,O,X,X,O,O,X,X,X,O,X,X
SJTZOLI,X,O,X,X,X,X,X,X,X,O,X,X,X
SJTZOLS,X,X,X,X,X,X,O,X,X,O,X,X,X
SJTZOSI,O,X,X,X,O,X,O,X,X,X,O,X,X
SJTZOSL,O,X,X,X,O,X,O,X,X,X,O,X,X
SJTOILS,X,O,X,X,X,X,X,X,X,X,X,X,X
SJTOILZ,X,O,X,X,X,O,X,X,X,X,X,X,X
SJTOISL,O,X,X,X,O,X,O,X,X,X,X,X,X
SJTOISZ,O,X,O,X,O,O,X,X,X,X,X,O,X
SJTOIZL,X,O,X,X,X,O,X,X,X,X,X,X,X
SJTOIZS,X,X,O,X,X,O,X,X,X,X,X,X,X
SJTOLIS,X,O,X,X,X,X,X,X,X,X,X,X,X
SJTOLIZ,X,O,X,X,X,O,X,X,X,X,X,X,X
SJTOLSI,O,X,X,X,O,X,O,X,X,X,X,X,X
SJTOLSZ,O,X,X,X,O,X,O,X,X,X,X,X,X
SJTOLZI,X,O,X,X,X,X,X,X,X,O,X,X,X
SJTOLZS,X,X,X,X,X,X,X,X,X,O,X,X,X
SJTOSIL,O,X,X,X,O,X,O,X,X,X,X,X,X
SJTOSIZ,O,X,O,X,O,O,X,X,X,X,X,O,X
SJTOSLI,O,X,X,X,O,X,O,X,X,X,X,O,X
SJTOSLZ,O,X,X,X,O,X,O,X,X,X,X,O,X
SJTOSZI,O,X,O,X,O,X,X,X,X,X,O,O,X
SJTOSZL,O,X,X,X,O,X,O,X,X,X,O,O,X
SJTOZIL,X,O,X,X,X,O,X,X,X,X,X,X,X
SJTOZIS,X,X,O,X,X,O,O,X,X,X,O,X,X
SJTOZLI,X,O,X,X,X,X,X,X,X,O,X,X,X
SJTOZLS,X,X,X,X,X,X,O,X,X,O,X,X,X
SJTOZSI,O,X,X,X,O,X,O,X,X,X,O,X,X
SJTOZSL,O,X,X,X,O,X,O,X,X,X,O,X,X
SJITLSZ,X,O,X,O,X,X,X,X,X,X,X,O,X
SJITLSO,X,O,X,O,X,X,X,X,X,X,X,X,X
SJITLZS,X,O,X,O,X,O,X,X,X,X,X,X,X
SJITLZO,X,O,X,O,X,O,X,X,X,X,X,X,X
SJITLOS,X,O,X,O,X,X,X,X,X,X,X,X,X
SJITLOZ,X,O,X,O,X,O,X,X,X,X,X,X,X
SJITSLZ,O,X,X,X,O,X,X,X,X,X,X,O,X
SJITSLO,O,X,X,X,O,X,X,X,X,X,X,O,X
SJITSZL,O,X,X,X,O,O,X,X,X,X,X,O,O
SJITSZO,O,X,X,X,O,O,X,X,X,X,X,O,O
SJITSOL,O,X,X,X,O,X,O,X,X,X,X,X,X
SJITSOZ,O,X,X,X,O,O,X,X,X,X,X,O,X
