sequence,v115@GhA8HeD8DeF8CeE8JeT/IvhEZlBumB3iBtqBarB,v115@GhA8HeD8DeF8CeE8JeT/IvhEihB3iB9qBcrBOqB,v115@GhA8HeD8DeF8CeE8Jei/IvhERhB3iBTmB0qBFqB,v115@GhA8HeD8DeF8CeE8JeT/IvhE0gBlhB3iBxqB2vB,v115@GhA8HeD8DeF8CeE8JeT/IvhEdmBRiBCnB0qBOqB,v115@GhA8HeD8DeF8CeE8JeT/IvhE0hBliBxqBKqBfrB,v115@GhA8HeD8DeF8CeE8JeT/IvhEZlB0hBliBCrBfrB,v115@GhA8HeD8DeF8CeE8JeT/IvhE3iBxlB0lBlmB2vB,v115@GhA8HeD8DeF8CeE8JeT/IvhEamBumB3iB0qBNqB,v115@GhA8HeD8DeF8CeE8JeT/IvhE0gBRiBNqBCnBerB,v115@GhA8HeD8DeF8CeE8JeT/IvhE3iBNqBGmBimB0qB,v115@GhA8HeD8DeF8CeE8JeiBJvhE3iBxkBcrB9qBmpB,v115@GhA8HeD8DeF8CeE8Jex/IvhEihB3iB9qBcrBmpB,v115@GhA8HeD8DeF8CeE8JeT/IvhExgBliB3mB0qBiqB
LIJOTSZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LIJOTZS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJOSTZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LIJOSZT,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LIJOZTS,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LIJOZST,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISTJZO,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LISTJOZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LISTZJO,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LISTZOJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LISTOJZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LISTOZJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LISJTZO,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LISJTOZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LISJZTO,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LISJZOT,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LISJOTZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LISJOZT,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LISZTJO,X,X,X,X,O,O,O,X,X,X,X,O,X,X
LISZTOJ,X,X,O,X,O,O,O,X,X,X,X,O,X,X
LISZJTO,X,X,X,X,X,O,O,X,X,X,X,O,X,X
LISZJOT,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LISZOTJ,X,X,O,X,O,O,O,X,X,X,X,O,X,X
LISZOJT,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LISOTJZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LISOTZJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LISOJTZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LISOJZT,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LISOZTJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X
LISOZJT,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LIZTJSO,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZTJOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZTSJO,X,X,X,X,O,O,O,X,X,X,X,O,X,X
LIZTSOJ,X,X,X,X,O,O,O,X,X,X,X,O,X,X
LIZTOJS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZTOSJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LIZJTSO,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZJTOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZJSTO,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZJSOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZJOST,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSTJO,X,X,X,X,O,O,O,X,X,X,X,O,X,X
LIZSTOJ,X,X,O,X,O,O,O,X,X,X,X,O,X,X
LIZSJTO,X,X,X,X,X,O,O,X,X,X,X,O,X,X
LIZSJOT,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LIZSOTJ,X,X,O,X,O,O,O,X,X,X,X,O,X,X
LIZSOJT,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LIZOTJS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZOTSJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X
LIZOJTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZOJST,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,X,X,O,X,O,O,O,X,X,X,X,O,X,X
LIZOSJT,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LIOTJSZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LIOTJZS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOTSJZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LIOTSZJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LIOTZJS,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LIOTZSJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LIOJTSZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LIOJTZS,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOJSTZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LIOJSZT,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LIOJZTS,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LIOJZST,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOSTJZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LIOSTZJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LIOSJTZ,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LIOSJZT,X,X,O,O,X,O,O,X,X,X,X,X,X,X
LIOSZTJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X
LIOSZJT,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LIOZTJS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOZTSJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LIOZJTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOZJST,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X
LIOZSJT,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LJTISZO,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTISOZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTIZSO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTIZOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTIOZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSIZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSIOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSOZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZISO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZIOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZOIS,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTZOSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTOISZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTOIZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOSIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOSZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOZIS,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTOZSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJITSZO,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITSOZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITZSO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITZOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJITOSZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITOZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISTZO,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJISTOZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJISZTO,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJISZOT,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJISOTZ,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LJISOZT,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJIZTSO,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJIZTOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJIZSTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZSOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZOTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJIZOST,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIOTZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOSTZ,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LJIOSZT,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJIOZTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJIOZST,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTIZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSITZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSITOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSIZTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSIZOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSIOTZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSIOZT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJSZTIO,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSZTOI,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSZITO,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSZIOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZOTI,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSZOIT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOTZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOITZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSOIZT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJSOZTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOZIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTISO,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJZTIOS,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJZTSIO,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJZTSOI,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJZTOIS,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJZTOSI,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJZITSO,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJZITOS,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJZISTO,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZISOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZIOTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZIOST,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSTIO,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZSTOI,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZSITO,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZSIOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSOTI,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZSOIT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZOTIS,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJZOTSI,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJZOITS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZOIST,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZOSTI,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZOSIT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOTISZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOTIZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOTSIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOTSZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOTZIS,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOTZSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOITSZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOITZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOISTZ,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOISZT,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LJOIZTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOIZST,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSTIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSTZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSITZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOSIZT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJOSZTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSZIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZTIS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOZTSI,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOZITS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOZIST,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZSTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZSIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIJZO,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LSTIJOZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LSTIZJO,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LSTIZOJ,X,X,O,X,X,X,O,X,X,X,X,X,O,X
LSTIOJZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LSTIOZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LSTJIZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJIOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJZIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJZOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJOIZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LSTJOZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LSTZIJO,X,O,X,X,X,X,X,X,X,X,X,X,O,O
LSTZIOJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O
LSTZJIO,X,O,X,X,X,X,X,X,X,X,X,X,O,O
LSTZJOI,X,O,X,X,X,X,X,X,X,X,X,X,O,O
LSTZOIJ,X,O,O,X,X,X,X,X,X,X,X,X,O,O
LSTZOJI,X,O,X,X,X,X,X,X,X,O,X,X,O,O
LSTOIJZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LSTOIZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LSTOJIZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LSTOJZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LSTOZIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,O
LSTOZJI,X,O,X,X,X,X,X,X,X,O,X,X,X,O
LSITJZO,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LSITJOZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LSITZJO,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSITZOJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LSITOJZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LSITOZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LSIJTZO,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LSIJTOZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LSIJZTO,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSIJZOT,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LSIJOTZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LSIJOZT,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LSIZTJO,X,X,X,X,O,X,O,X,X,X,X,O,X,X
LSIZTOJ,X,X,O,X,O,X,O,X,X,X,X,O,X,X
LSIZJTO,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LSIZJOT,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LSIZOTJ,X,X,O,X,O,X,O,X,X,X,X,O,X,X
LSIZOJT,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LSIOTJZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LSIOTZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LSIOJTZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LSIOJZT,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LSIOZTJ,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LSIOZJT,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LSJTIZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTIOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTZIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTZOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTOIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTOZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJITZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJITOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJIZTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJIZOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJIOTZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSJIOZT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSJZTIO,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSJZTOI,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSJZITO,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSJZIOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJZOTI,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSJZOIT,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJOTIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJOTZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJOITZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSJOIZT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSJOZTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJOZIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZTIJO,X,O,X,X,O,X,X,X,X,X,X,O,O,O
LSZTIOJ,X,O,O,X,O,X,X,X,X,X,X,O,O,O
LSZTJIO,X,O,X,X,O,X,X,X,O,X,X,X,O,O
LSZTJOI,X,O,X,X,O,X,X,X,O,X,X,X,O,O
LSZTOIJ,X,O,O,X,O,X,X,X,X,X,X,X,O,O
LSZTOJI,X,O,X,X,O,X,X,X,X,X,X,X,O,O
LSZITJO,X,O,X,X,O,X,X,X,X,X,X,O,O,O
LSZITOJ,X,O,O,X,O,X,X,X,X,X,X,O,O,O
LSZIJTO,X,X,X,X,X,X,X,X,O,X,X,O,X,O
LSZIJOT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LSZIOTJ,X,O,O,X,O,X,X,X,X,X,X,O,X,O
LSZIOJT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LSZJTIO,X,O,X,X,X,X,X,X,O,X,X,X,O,O
LSZJTOI,X,O,X,X,X,X,X,X,O,X,X,X,O,O
LSZJITO,X,X,X,X,X,X,X,X,O,X,X,O,X,O
LSZJIOT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LSZJOTI,X,O,X,X,X,X,X,X,O,X,X,X,X,O
LSZJOIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LSZOTIJ,X,O,O,X,O,X,X,X,X,X,X,X,O,O
LSZOTJI,X,O,O,X,O,X,X,X,X,X,X,X,O,O
LSZOITJ,X,O,O,X,O,X,X,X,X,X,X,O,X,O
LSZOIJT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LSZOJTI,X,O,X,X,X,X,X,X,O,X,X,X,X,O
LSZOJIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LSOTIJZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LSOTIZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LSOTJIZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LSOTJZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LSOTZIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,O
LSOTZJI,X,O,X,X,X,X,X,X,X,O,X,X,X,O
LSOITJZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LSOITZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LSOIJTZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LSOIJZT,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LSOIZTJ,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LSOIZJT,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LSOJTIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOJTZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOJITZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSOJIZT,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LSOJZTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOJZIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOZTIJ,X,O,O,X,O,X,X,X,X,X,X,X,X,O
LSOZTJI,X,O,O,X,O,X,X,X,X,X,X,X,X,O
LSOZITJ,X,O,O,X,O,X,X,X,X,X,X,X,X,O
LSOZIJT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LSOZJTI,X,O,X,X,X,X,X,X,X,X,X,X,X,O
LSOZJIT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LZTIJSO,X,O,X,X,O,X,X,X,X,X,X,X,O,X
LZTIJOS,X,O,X,X,O,X,X,X,X,X,X,X,O,X
LZTISJO,X,O,X,X,O,O,O,X,X,X,X,O,O,X
LZTISOJ,X,O,X,X,O,O,O,X,X,X,X,O,O,X
LZTIOJS,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LZTIOSJ,X,O,X,X,O,X,O,X,X,X,X,X,O,X
LZTJISO,X,O,X,X,O,X,X,X,O,X,X,X,O,X
LZTJIOS,X,O,X,X,O,X,X,X,O,X,X,X,O,X
LZTJSIO,X,O,X,X,O,X,X,X,O,X,X,X,O,X
LZTJSOI,X,O,X,X,O,X,X,X,O,X,X,X,O,X
LZTJOIS,X,O,X,X,O,X,X,X,O,O,X,X,O,X
LZTJOSI,X,O,X,X,O,X,X,X,O,O,X,X,O,X
LZTSIJO,X,O,X,X,O,X,X,X,X,X,X,O,O,O
LZTSIOJ,X,O,O,X,O,X,X,X,X,X,X,O,O,O
LZTSJIO,X,O,X,X,O,X,X,X,O,X,X,X,O,O
LZTSJOI,X,O,X,X,O,X,X,X,O,X,X,X,O,O
LZTSOIJ,X,O,O,X,O,X,X,X,X,X,X,X,O,O
LZTSOJI,X,O,X,X,O,X,X,X,X,O,X,X,O,O
LZTOIJS,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LZTOISJ,X,O,O,X,O,X,O,X,X,X,X,X,O,X
LZTOJIS,X,O,X,X,O,X,X,X,X,O,X,X,O,X
LZTOJSI,X,O,X,X,O,X,X,X,X,O,X,X,O,X
LZTOSIJ,X,O,O,X,O,X,X,X,X,X,X,X,O,O
LZTOSJI,X,O,X,X,O,X,X,X,X,O,X,X,O,O
LZITJSO,X,O,X,X,O,X,X,X,X,X,X,X,O,X
LZITJOS,X,O,X,X,O,X,X,X,X,X,X,X,O,X
LZITSJO,X,O,X,X,O,O,O,X,X,X,X,O,O,X
LZITSOJ,X,O,X,X,O,O,O,X,X,X,X,O,O,X
LZITOJS,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LZITOSJ,X,O,X,X,O,X,O,X,X,X,X,X,O,X
LZIJTSO,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LZIJTOS,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LZIJSTO,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LZIJSOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LZIJOTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LZIJOST,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LZISTJO,X,O,X,X,O,O,O,X,X,X,X,O,O,X
LZISTOJ,X,O,O,X,O,O,O,X,X,X,X,O,O,X
LZISJTO,X,X,X,X,X,O,O,X,O,X,X,O,X,X
LZISJOT,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LZISOTJ,X,O,O,X,O,O,O,X,X,X,X,O,X,X
LZISOJT,X,X,O,X,X,O,O,X,X,X,X,X,X,X
LZIOTJS,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LZIOTSJ,X,O,O,X,O,X,O,X,X,X,X,X,X,X
LZIOJTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LZIOJST,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LZIOSTJ,X,O,O,X,O,X,O,X,X,X,X,O,X,X
LZIOSJT,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LZJTISO,X,O,X,X,O,X,X,X,O,X,X,X,O,X
LZJTIOS,X,O,X,X,O,X,X,X,O,X,X,X,O,X
LZJTSIO,X,O,X,X,O,X,X,X,O,X,X,X,O,X
LZJTSOI,X,O,X,X,O,X,X,X,O,X,X,X,O,X
LZJTOIS,X,O,X,X,O,X,X,X,O,X,X,X,O,X
LZJTOSI,X,O,X,X,O,X,X,X,O,X,X,X,O,X
